fecha,Temperatura,Radiacion
2020-01-01,5.65,2.5531
2020-01-02,4.5,2.507
2020-01-03,2.87,1.6529
2020-01-04,3.85,2.5817
2020-01-05,4.6,2.7509
2020-01-06,4.96,2.5625
2020-01-07,4.5,2.6762
2020-01-08,6.54,2.6102
2020-01-09,5.08,2.58
2020-01-10,3.3,2.6782
2020-01-11,2.92,2.8579
2020-01-12,2.85,2.9172
2020-01-13,0.73,2.3446
2020-01-14,0.51,2.6407
2020-01-15,3.81,0.9718
2020-01-16,5.11,1.5134
2020-01-17,5.8,1.997
2020-01-18,4.71,1.1155
2020-01-19,3.7,1.74
2020-01-20,1.0,1.385
2020-01-21,2.98,1.1765
2020-01-22,4.13,1.6469
2020-01-23,3.46,1.9404
2020-01-24,4.85,1.1359
2020-01-25,5.87,1.2754
2020-01-26,4.06,2.3923
2020-01-27,3.86,1.4047
2020-01-28,8.0,1.3078
2020-01-29,8.42,1.8624
2020-01-30,7.68,1.519
2020-01-31,8.48,1.9843
2020-02-01,10.85,2.3906
2020-02-02,8.64,1.6474
2020-02-03,10.17,3.1303
2020-02-04,9.06,3.462
2020-02-05,5.5,3.6226
2020-02-06,5.97,3.0821
2020-02-07,6.87,3.1001
2020-02-08,6.47,1.5358
2020-02-09,5.77,1.6164
2020-02-10,8.22,2.6669
2020-02-11,8.45,2.0626
2020-02-12,8.67,1.8809
2020-02-13,9.05,1.9303
2020-02-14,8.01,2.9906
2020-02-15,8.46,3.9449
2020-02-16,8.21,3.8899
2020-02-17,6.88,1.5545
2020-02-18,6.64,3.035
2020-02-19,6.93,4.4054
2020-02-20,8.06,4.4731
2020-02-21,8.64,4.5552
2020-02-22,10.06,4.5931
2020-02-23,10.53,4.6243
2020-02-24,10.45,4.6687
2020-02-25,8.49,3.2052
2020-02-26,6.89,4.6085
2020-02-27,7.23,4.3634
2020-02-28,8.56,4.1045
2020-02-29,7.45,2.3609
2020-03-01,8.15,2.3074
2020-03-02,7.93,3.3094
2020-03-03,7.38,2.5591
2020-03-04,10.38,3.4481
2020-03-05,9.09,2.9789
2020-03-06,5.43,3.3866
2020-03-07,6.34,4.1374
2020-03-08,7.32,3.967
2020-03-09,8.43,4.8394
2020-03-10,11.35,4.7016
2020-03-11,15.07,5.1967
2020-03-12,15.88,4.1213
2020-03-13,14.11,4.8029
2020-03-14,12.96,5.4686
2020-03-15,11.41,4.249
2020-03-16,5.58,2.3218
2020-03-17,8.81,2.9239
2020-03-18,11.21,3.3031
2020-03-19,10.0,4.3502
2020-03-20,9.21,1.8029
2020-03-21,6.96,1.3661
2020-03-22,6.88,3.0485
2020-03-23,8.52,3.3394
2020-03-24,9.22,3.6674
2020-03-25,8.3,5.6069
2020-03-26,6.25,6.2837
2020-03-27,4.53,4.5991
2020-03-28,7.29,6.2688
2020-03-29,9.96,5.8171
2020-03-30,4.21,2.4581
2020-03-31,3.96,1.8394
2020-04-01,8.61,3.6797
2020-04-02,8.29,4.615
2020-04-03,8.46,6.8167
2020-04-04,9.62,6.3106
2020-04-05,11.71,4.9116
2020-04-06,11.77,3.3362
2020-04-07,12.67,3.4598
2020-04-08,14.04,5.4379
2020-04-09,12.24,2.6503
2020-04-10,11.84,2.3112
2020-04-11,12.4,4.1042
2020-04-12,12.33,6.3994
2020-04-13,11.5,4.5586
2020-04-14,11.43,3.4399
2020-04-15,10.88,3.3113
2020-04-16,11.47,3.0787
2020-04-17,11.95,4.3207
2020-04-18,12.87,4.7602
2020-04-19,10.97,3.983
2020-04-20,10.52,5.7166
2020-04-21,9.44,2.7166
2020-04-22,12.1,4.7386
2020-04-23,13.42,3.5928
2020-04-24,13.67,6.1694
2020-04-25,13.56,5.9117
2020-04-26,12.94,5.1917
2020-04-27,10.15,4.5182
2020-04-28,10.48,5.1938
2020-04-29,11.17,6.6523
2020-04-30,12.66,5.3758
2020-05-01,15.18,4.7539
2020-05-02,16.95,7.0006
2020-05-03,19.32,7.5281
2020-05-04,18.97,5.3472
2020-05-05,15.19,7.025
2020-05-06,16.01,7.5439
2020-05-07,16.44,4.9692
2020-05-08,17.87,7.373
2020-05-09,15.7,6.1241
2020-05-10,12.63,6.0278
2020-05-11,12.76,5.5279
2020-05-12,10.07,2.0714
2020-05-13,12.64,4.3531
2020-05-14,10.82,3.1721
2020-05-15,12.47,4.0807
2020-05-16,13.33,5.2798
2020-05-17,13.51,7.7712
2020-05-18,16.5,8.431
2020-05-19,17.99,8.3146
2020-05-20,19.67,8.4967
2020-05-21,21.02,8.2922
2020-05-22,22.28,8.1238
2020-05-23,22.68,7.8698
2020-05-24,20.41,7.3601
2020-05-25,20.54,6.4577
2020-05-26,18.78,5.7982
2020-05-27,20.4,8.107
2020-05-28,19.63,8.4007
2020-05-29,21.16,8.3635
2020-05-30,23.14,8.0654
2020-05-31,20.25,5.7617
2020-06-01,20.85,7.2936
2020-06-02,21.4,6.571
2020-06-03,20.3,7.2504
2020-06-04,16.28,5.9251
2020-06-05,18.2,8.6542
2020-06-06,19.33,7.8626
2020-06-07,17.11,6.354
2020-06-08,14.69,7.5089
2020-06-09,14.85,8.1506
2020-06-10,16.34,7.1479
2020-06-11,17.12,6.4553
2020-06-12,13.53,5.7065
2020-06-13,15.49,7.069
2020-06-14,17.74,7.6469
2020-06-15,18.36,7.4726
2020-06-16,17.79,6.5095
2020-06-17,17.9,7.0118
2020-06-18,19.99,8.1401
2020-06-19,20.8,8.2735
2020-06-20,22.7,8.6971
2020-06-21,24.19,8.5822
2020-06-22,24.59,8.5243
2020-06-23,25.86,8.2766
2020-06-24,25.19,4.3872
2020-06-25,25.68,7.4462
2020-06-26,23.27,7.7801
2020-06-27,23.34,8.3388
2020-06-28,25.74,8.3441
2020-06-29,27.06,8.5618
2020-06-30,27.39,8.3618
2020-07-01,27.03,8.243
2020-07-02,25.44,8.3866
2020-07-03,23.18,8.7415
2020-07-04,24.49,8.9126
2020-07-05,26.54,8.718
2020-07-06,27.82,8.1098
2020-07-07,28.21,8.2822
2020-07-08,27.0,4.9793
2020-07-09,25.73,6.6974
2020-07-10,25.26,7.5751
2020-07-11,26.94,7.7969
2020-07-12,26.61,5.8128
2020-07-13,26.12,7.7998
2020-07-14,24.25,7.7347
2020-07-15,24.21,8.2253
2020-07-16,25.63,8.3256
2020-07-17,25.72,8.4962
2020-07-18,25.67,8.6508
2020-07-19,27.66,8.2001
2020-07-20,28.2,8.4043
2020-07-21,28.08,6.2407
2020-07-22,26.65,7.4657
2020-07-23,28.64,7.3776
2020-07-24,29.44,7.7107
2020-07-25,28.04,8.101
2020-07-26,29.74,8.2757
2020-07-27,30.28,7.8737
2020-07-28,29.73,6.677
2020-07-29,29.78,7.5638
2020-07-30,29.94,6.829
2020-07-31,30.57,8.0842
2020-08-01,29.28,8.2152
2020-08-02,27.06,7.3745
2020-08-03,25.17,7.6334
2020-08-04,24.87,7.969
2020-08-05,27.44,7.8888
2020-08-06,29.47,7.2468
2020-08-07,30.0,7.2698
2020-08-08,30.3,4.9111
2020-08-09,30.0,7.2278
2020-08-10,29.12,3.323
2020-08-11,23.92,1.7422
2020-08-12,21.25,6.9298
2020-08-13,23.17,7.3176
2020-08-14,24.6,7.248
2020-08-15,22.47,7.7335
2020-08-16,20.74,7.6106
2020-08-17,21.77,6.7682
2020-08-18,23.58,5.3508
2020-08-19,24.86,7.5406
2020-08-20,24.93,7.1808
2020-08-21,25.02,6.9454
2020-08-22,24.39,7.4383
2020-08-23,24.18,7.2888
2020-08-24,25.38,6.7332
2020-08-25,26.92,7.1899
2020-08-26,27.81,7.1455
2020-08-27,27.43,6.9334
2020-08-28,25.11,6.66
2020-08-29,17.86,6.3242
2020-08-30,16.15,6.5088
2020-08-31,17.55,6.3948
2020-09-01,20.65,4.6843
2020-09-02,21.16,6.7255
2020-09-03,22.61,6.6026
2020-09-04,23.36,6.5767
2020-09-05,23.95,6.4255
2020-09-06,24.19,5.9856
2020-09-07,19.22,6.5419
2020-09-08,18.58,6.4939
2020-09-09,21.29,6.0468
2020-09-10,22.62,5.9748
2020-09-11,23.65,6.1474
2020-09-12,24.23,6.0276
2020-09-13,22.83,5.082
2020-09-14,22.29,3.8923
2020-09-15,23.27,4.9474
2020-09-16,23.36,4.667
2020-09-17,20.72,3.3634
2020-09-18,18.57,2.736
2020-09-19,16.77,2.4458
2020-09-20,17.28,3.1078
2020-09-21,17.42,5.177
2020-09-22,17.34,5.2027
2020-09-23,18.07,3.6384
2020-09-24,15.95,3.1418
2020-09-25,12.27,5.1158
2020-09-26,12.66,4.7532
2020-09-27,13.76,5.3642
2020-09-28,13.97,5.5351
2020-09-29,16.89,5.1449
2020-09-30,17.29,5.0009
2020-10-01,15.77,4.0961
2020-10-02,11.59,2.4518
2020-10-03,9.79,4.6476
2020-10-04,10.6,3.5724
2020-10-05,11.63,4.5732
2020-10-06,16.03,4.175
2020-10-07,17.27,4.837
2020-10-08,17.54,3.7685
2020-10-09,18.67,4.5439
2020-10-10,15.5,4.5427
2020-10-11,10.96,4.9999
2020-10-12,10.9,4.8348
2020-10-13,13.39,4.0274
2020-10-14,9.92,4.0879
2020-10-15,8.88,3.8604
2020-10-16,8.4,4.6286
2020-10-17,10.47,3.9048
2020-10-18,12.46,3.731
2020-10-19,13.19,4.0332
2020-10-20,13.52,1.1141
2020-10-21,12.66,2.2637
2020-10-22,12.6,1.6615
2020-10-23,10.12,2.7024
2020-10-24,9.25,2.9806
2020-10-25,9.41,1.6416
2020-10-26,7.12,3.3977
2020-10-27,8.44,3.6326
2020-10-28,9.81,1.535
2020-10-29,9.15,2.6899
2020-10-30,11.57,3.8623
2020-10-31,13.08,3.689
2020-11-01,13.19,3.3722
2020-11-02,13.66,3.0686
2020-11-03,10.84,0.9146
2020-11-04,8.02,1.5036
2020-11-05,10.94,0.7634
2020-11-06,14.09,1.7844
2020-11-07,11.21,1.5679
2020-11-08,10.3,2.201
2020-11-09,10.18,1.8864
2020-11-10,9.16,3.0588
2020-11-11,8.73,3.1078
2020-11-12,8.54,2.1859
2020-11-13,7.84,2.7569
2020-11-14,9.23,0.8107
2020-11-15,11.06,1.1825
2020-11-16,11.86,2.5226
2020-11-17,10.97,2.525
2020-11-18,10.62,2.1574
2020-11-19,11.46,2.9129
2020-11-20,7.37,3.0778
2020-11-21,6.11,3.0967
2020-11-22,6.21,2.9743
2020-11-23,7.48,2.9585
2020-11-24,5.39,2.4876
2020-11-25,7.41,1.404
2020-11-26,8.42,0.8242
2020-11-27,7.94,0.7349
2020-11-28,6.91,1.2787
2020-11-29,6.6,2.0251
2020-11-30,6.8,1.8782
2020-12-01,6.52,2.6734
2020-12-02,3.88,2.2697
2020-12-03,1.76,2.5572
2020-12-04,2.4,1.8168
2020-12-05,1.09,2.1142
2020-12-06,1.37,1.9106
2020-12-07,5.93,1.254
2020-12-08,3.83,1.9452
2020-12-09,1.89,2.4014
2020-12-10,6.65,1.0826
2020-12-11,10.66,0.8767
2020-12-12,7.09,2.4701
2020-12-13,6.07,2.1583
2020-12-14,8.1,1.0313
2020-12-15,6.17,1.7894
2020-12-16,5.08,1.255
2020-12-17,7.04,1.8038
2020-12-18,4.46,1.1486
2020-12-19,5.46,0.5393
2020-12-20,5.38,2.0081
2020-12-21,6.02,1.0274
2020-12-22,7.6,1.6646
2020-12-23,6.94,1.0754
2020-12-24,5.59,1.2617
2020-12-25,1.15,2.5994
2020-12-26,-0.05,2.5757
2020-12-27,0.52,1.8797
2020-12-28,3.25,2.2039
2020-12-29,1.41,1.6486
2020-12-30,-0.04,2.394
2020-12-31,1.1,1.9198
2021-01-01,0.62,2.1869
2021-01-02,-1.47,2.0362
2021-01-03,-0.58,2.3729
2021-01-04,-0.5,2.2279
2021-01-05,-0.93,2.693
2021-01-06,-0.94,2.6621
2021-01-07,-1.36,0.6216
2021-01-08,-2.3,0.6756
2021-01-09,-1.56,0.7469
2021-01-10,-4.12,1.962
2021-01-11,-5.99,2.9268
2021-01-12,-5.94,2.9772
2021-01-13,-2.78,2.9479
2021-01-14,-1.24,2.9206
2021-01-15,0.42,2.8819
2021-01-16,0.81,3.0036
2021-01-17,1.8,2.874
2021-01-18,2.98,3.0036
2021-01-19,1.88,3.0074
2021-01-20,3.85,1.163
2021-01-21,7.2,1.3178
2021-01-22,6.14,2.0131
2021-01-23,5.28,0.9072
2021-01-24,6.21,2.8111
2021-01-25,8.68,1.176
2021-01-26,9.27,1.6039
2021-01-27,9.86,2.8994
2021-01-28,8.75,1.7803
2021-01-29,7.9,1.9277
2021-01-30,7.7,3.0091
2021-01-31,7.45,1.6694
2021-02-01,8.17,3.0929
2021-02-02,7.99,1.5775
2021-02-03,8.4,1.4525
2021-02-04,8.65,1.9243
2021-02-05,9.39,3.1999
2021-02-06,6.39,1.6584
2021-02-07,3.35,3.0665
2021-02-08,5.37,2.239
2021-02-09,5.41,1.0025
2021-02-10,6.91,3.7174
2021-02-11,7.67,1.7866
2021-02-12,8.12,2.5512
2021-02-13,6.09,3.1078
2021-02-14,6.12,3.8779
2021-02-15,6.88,2.945
2021-02-16,5.28,3.3631
2021-02-17,7.26,3.3266
2021-02-18,6.72,3.6494
2021-02-19,6.84,4.1784
2021-02-20,7.02,3.1452
2021-02-21,6.51,1.5715
2021-02-22,4.5,2.6693
2021-02-23,4.83,4.0658
2021-02-24,5.85,3.3017
2021-02-25,7.2,2.7386
2021-02-26,8.37,3.589
2021-02-27,8.58,4.4666
2021-02-28,6.42,3.4087
2021-03-01,7.41,1.0999
2021-03-02,8.32,2.4122
2021-03-03,8.11,2.783
2021-03-04,7.0,2.9664
2021-03-05,7.52,3.6341
2021-03-06,7.66,3.2436
2021-03-07,7.48,3.3506
2021-03-08,6.56,2.6153
2021-03-09,4.85,4.4054
2021-03-10,6.12,5.4154
2021-03-11,9.43,4.8178
2021-03-12,7.64,3.9228
2021-03-13,5.79,5.6191
2021-03-14,6.58,4.9944
2021-03-15,6.92,5.4854
2021-03-16,7.98,5.8046
2021-03-17,8.43,5.8922
2021-03-18,4.85,4.2132
2021-03-19,4.49,2.9345
2021-03-20,3.78,6.0461
2021-03-21,4.89,5.8634
2021-03-22,6.65,5.7223
2021-03-23,8.42,6.2892
2021-03-24,10.19,6.2633
2021-03-25,10.83,6.1229
2021-03-26,10.58,5.2574
2021-03-27,9.77,4.3022
2021-03-28,10.45,5.8049
2021-03-29,10.6,5.1235
2021-03-30,11.92,3.9161
2021-03-31,12.26,5.97
2021-04-01,12.9,4.9553
2021-04-02,11.13,3.7102
2021-04-03,11.2,4.4527
2021-04-04,9.9,6.7008
2021-04-05,11.19,6.8791
2021-04-06,11.8,6.9814
2021-04-07,9.88,6.7702
2021-04-08,10.44,3.948
2021-04-09,9.3,2.1538
2021-04-10,10.97,4.3339
2021-04-11,10.45,3.985
2021-04-12,8.22,7.0622
2021-04-13,10.12,2.5634
2021-04-14,12.73,4.5605
2021-04-15,11.53,3.5731
2021-04-16,9.02,6.1687
2021-04-17,7.0,7.3212
2021-04-18,9.13,7.4076
2021-04-19,11.77,5.1864
2021-04-20,12.02,4.5403
2021-04-21,10.65,4.4256
2021-04-22,11.59,4.2785
2021-04-23,11.24,3.5822
2021-04-24,11.79,4.2046
2021-04-25,10.19,1.537
2021-04-26,12.27,4.266
2021-04-27,13.39,4.5288
2021-04-28,12.52,4.3234
2021-04-29,11.24,4.6793
2021-04-30,9.81,4.9822
2021-05-01,9.8,5.3491
2021-05-02,10.34,5.8104
2021-05-03,10.99,4.0066
2021-05-04,13.21,7.8905
2021-05-05,14.81,7.974
2021-05-06,16.09,8.0412
2021-05-07,17.1,7.8768
2021-05-08,18.11,7.0649
2021-05-09,13.42,2.7888
2021-05-10,10.05,6.439
2021-05-11,10.21,6.8402
2021-05-12,11.97,6.192
2021-05-13,12.83,4.9181
2021-05-14,14.36,7.9632
2021-05-15,17.2,6.187
2021-05-16,17.54,5.8546
2021-05-17,15.69,8.1041
2021-05-18,17.34,7.7479
2021-05-19,16.08,8.4763
2021-05-20,18.46,8.2183
2021-05-21,19.87,7.5511
2021-05-22,13.5,5.9794
2021-05-23,13.63,4.2619
2021-05-24,14.17,5.7701
2021-05-25,16.16,7.86
2021-05-26,17.67,6.931
2021-05-27,18.89,6.0067
2021-05-28,18.9,5.7127
2021-05-29,21.18,7.4381
2021-05-30,22.53,6.779
2021-05-31,22.7,6.6077
2021-06-01,19.12,6.2914
2021-06-02,19.09,7.8103
2021-06-03,20.1,7.2101
2021-06-04,19.87,8.1439
2021-06-05,16.04,3.3593
2021-06-06,20.63,8.1408
2021-06-07,22.95,8.1432
2021-06-08,23.99,8.3971
2021-06-09,23.87,8.5682
2021-06-10,24.16,8.1612
2021-06-11,23.93,7.1177
2021-06-12,23.15,8.1456
2021-06-13,24.62,7.7057
2021-06-14,25.29,7.5564
2021-06-15,24.98,6.7267
2021-06-16,23.85,6.4255
2021-06-17,17.28,3.721
2021-06-18,18.7,5.1787
2021-06-19,18.5,6.9566
2021-06-20,16.74,4.4177
2021-06-21,16.47,6.635
2021-06-22,17.03,4.2852
2021-06-23,17.18,6.8009
2021-06-24,19.06,8.2428
2021-06-25,23.0,7.6999
2021-06-26,24.57,8.0165
2021-06-27,22.05,8.2063
2021-06-28,18.81,8.957
2021-06-29,21.3,8.749
2021-06-30,22.81,8.8543
2021-07-01,24.33,8.706
2021-07-02,25.52,8.8094
2021-07-03,24.91,7.8005
2021-07-04,24.65,8.4103
2021-07-05,25.16,8.5824
2021-07-06,20.15,2.5618
2021-07-07,19.11,8.1134
2021-07-08,20.59,8.7379
2021-07-09,24.52,8.4017
2021-07-10,27.19,8.2565
2021-07-11,28.75,6.2314
2021-07-12,22.07,8.4086
2021-07-13,18.44,8.5236
2021-07-14,20.67,7.938
2021-07-15,23.23,8.3453
2021-07-16,26.0,8.5212
2021-07-17,27.48,8.4072
2021-07-18,27.02,8.609
2021-07-19,27.08,8.3798
2021-07-20,27.57,8.0486
2021-07-21,28.58,8.0683
2021-07-22,28.55,8.2178
2021-07-23,25.66,7.7986
2021-07-24,23.15,8.0611
2021-07-25,23.96,7.3992
2021-07-26,23.54,7.0003
2021-07-27,25.22,7.2019
2021-07-28,26.86,8.0251
2021-07-29,27.05,7.843
2021-07-30,26.34,8.1838
2021-07-31,20.52,5.9294
2021-08-01,19.22,7.0639
2021-08-02,22.13,7.1345
2021-08-03,24.04,6.6686
2021-08-04,24.29,7.2319
2021-08-05,25.54,7.872
2021-08-06,24.64,8.1012
2021-08-07,22.3,7.5418
2021-08-08,22.99,7.8586
2021-08-09,25.62,7.4395
2021-08-10,27.62,7.2401
2021-08-11,29.46,6.726
2021-08-12,29.1,7.2365
2021-08-13,31.81,7.2494
2021-08-14,31.58,5.8118
2021-08-15,29.32,6.5544
2021-08-16,26.24,7.6589
2021-08-17,23.67,7.4849
2021-08-18,24.25,7.2432
2021-08-19,24.91,7.1335
2021-08-20,25.11,7.4114
2021-08-21,26.06,7.5338
2021-08-22,26.66,6.9766
2021-08-23,27.53,6.0706
2021-08-24,26.43,5.6268
2021-08-25,25.82,5.6554
2021-08-26,26.65,5.106
2021-08-27,27.61,6.6766
2021-08-28,26.43,6.553
2021-08-29,25.41,6.431
2021-08-30,24.48,6.4205
